id,Month,Day,Hour,Irr,Text
149,1,7,5,0,-1.1
150,1,7,6,0,-1.2
151,1,7,7,0,-1.3
152,1,7,8,0,-1.4
153,1,7,9,2,-1.3
154,1,7,10,95,0.7
155,1,7,11,182,2.6
156,1,7,12,260,4.3
157,1,7,13,275,5.5
158,1,7,14,289,6.4
159,1,7,15,229,6.7
160,1,7,16,146,6.3
161,1,7,17,21,5.1
162,1,7,18,0,4.4
163,1,7,19,0,3.8
164,1,7,20,0,3.2
165,1,7,21,0,2.6
166,1,7,22,0,2
167,1,7,23,0,1.3
168,1,7,24,0,0.7
169,1,8,1,0,0
170,1,8,2,0,-0.8
171,1,8,3,0,-1.5
172,1,8,4,0,-1.9
173,1,8,5,0,-2.3
174,1,8,6,0,-2.7
175,1,8,7,0,-3
176,1,8,8,0,-3.3
177,1,8,9,5,-3.1
178,1,8,10,105,-1.3
179,1,8,11,211,0.6
180,1,8,12,291,2.3
181,1,8,13,337,3.6
182,1,8,14,327,4.4
183,1,8,15,283,4.7
184,1,8,16,176,4.3
185,1,8,17,27,2.9
186,1,8,18,0,2.2
187,1,8,19,0,1.5
188,1,8,20,0,0.8
189,1,8,21,0,0.1
190,1,8,22,0,-0.6
191,1,8,23,0,-1.4
192,1,8,24,0,-2.1
193,1,9,1,0,-2.6
194,1,9,2,0,-3.3
195,1,9,3,0,-3.9
196,1,9,4,0,-4.2
197,1,9,5,0,-4.5
198,1,9,6,0,-4.8
199,1,9,7,0,-5.1
200,1,9,8,0,-5.3
201,1,9,9,7,-5.1
202,1,9,10,129,-2.7
203,1,9,11,246,-0.4
204,1,9,12,330,1.5
205,1,9,13,369,3
206,1,9,14,355,3.8
207,1,9,15,285,4
208,1,9,16,177,3.4
209,1,9,17,27,1.8
210,1,9,18,0,1.4
211,1,9,19,0,1
212,1,9,20,0,0.6
213,1,9,21,0,0.2
214,1,9,22,0,-0.2
215,1,9,23,0,-0.6
216,1,9,24,0,-1
217,1,10,1,0,-1.2
218,1,10,2,0,-1.4
219,1,10,3,0,-1.6
220,1,10,4,0,-1.7
221,1,10,5,0,-1.8
222,1,10,6,0,-1.9
223,1,10,7,0,-2.1
224,1,10,8,0,-2
225,1,10,9,2,-1.9
226,1,10,10,10,-1.7
227,1,10,11,20,-1.5
228,1,10,12,26,-1.3
229,1,10,13,29,-1.2
230,1,10,14,292,0.7
231,1,10,15,266,2
232,1,10,16,190,2.5
233,1,10,17,32,2
234,1,10,18,0,1.8
235,1,10,19,0,1.6
236,1,10,20,0,1.4
237,1,10,21,0,1.2
238,1,10,22,0,1
239,1,10,23,0,0.8
240,1,10,24,0,0.6
241,1,11,1,0,0.3
242,1,11,2,0,0.1
243,1,11,3,0,-0.2
244,1,11,4,0,-0.2
245,1,11,5,0,-0.3
246,1,11,6,0,-0.4
247,1,11,7,0,-0.5
248,1,11,8,0,-0.5
249,1,11,9,5,-0.3
250,1,11,10,67,0.8
251,1,11,11,35,0.8
252,1,11,12,135,1.7
253,1,11,13,213,2.8
254,1,11,14,245,3.7
255,1,11,15,79,3.4
256,1,11,16,33,2.9
257,1,11,17,5,2.3
258,1,11,18,0,1.8
259,1,11,19,0,1.4
260,1,11,20,0,1
261,1,11,21,0,0.6
262,1,11,22,0,0.1
263,1,11,23,0,-0.3
264,1,11,24,0,-0.9
265,1,12,1,0,-1.5
266,1,12,2,0,-2.4
267,1,12,3,0,-3.3
268,1,12,4,0,-4.3
269,1,12,5,0,-4.1
270,1,12,6,0,-4.6
271,1,12,7,0,-4.9
272,1,12,8,0,-5.3
273,1,12,9,2,-5.4
274,1,12,10,28,-5.3
275,1,12,11,56,-5.3
276,1,12,12,78,-5.3
277,1,12,13,94,-5.3
278,1,12,14,90,-5.4
279,1,12,15,59,-5.5
280,1,12,16,37,-5.6
281,1,12,17,11,-5.8
282,1,12,18,0,-6
283,1,12,19,0,-6.2
284,1,12,20,0,-6.4
285,1,12,21,0,-6.7
286,1,12,22,0,-6.9
287,1,12,23,0,-7.4
288,1,12,24,0,-7.4
289,1,13,1,0,-7.1
290,1,13,2,0,-6.8
291,1,13,3,0,-6.5
292,1,13,4,0,-6.3
293,1,13,5,0,-6.1
294,1,13,6,0,-6
295,1,13,7,0,-5.8
296,1,13,8,0,-5.7
297,1,13,9,2,-5.5
298,1,13,10,57,-3.9
299,1,13,11,106,-2.5
300,1,13,12,164,-1
301,1,13,13,181,0.1
302,1,13,14,222,1.2
303,1,13,15,176,1.7
304,1,13,16,122,1.7
305,1,13,17,32,0.8
306,1,13,18,0,-0.1
307,1,13,19,0,-0.3
308,1,13,20,0,-0.5
309,1,13,21,0,-0.6
310,1,13,22,0,-0.8
311,1,13,23,0,-0.9
312,1,13,24,0,-1.1
313,1,14,1,0,-1.6
314,1,14,2,0,-2.1
315,1,14,3,0,-2.6
316,1,14,4,0,-2.8
317,1,14,5,0,-3.1
318,1,14,6,0,-3.3
319,1,14,7,0,-3.5
320,1,14,8,0,-3.7
321,1,14,9,7,-3.4
322,1,14,10,37,-2.8
323,1,14,11,23,-2.8
324,1,14,12,30,-2.8
325,1,14,13,202,-1.4
326,1,14,14,220,-0.4
327,1,14,15,233,0.4
328,1,14,16,179,0.8
329,1,14,17,75,0.4
330,1,14,18,0,-0.3
331,1,14,19,0,-0.9
332,1,14,20,0,-1.4
333,1,14,21,0,-2
334,1,14,22,0,-2.5
335,1,14,23,0,-3.1
336,1,14,24,0,-3.6
337,1,15,1,0,-4.1
338,1,15,2,0,-4.7
339,1,15,3,0,-5.2
340,1,15,4,0,-5.5
341,1,15,5,0,-5.7
342,1,15,6,0,-6
343,1,15,7,0,-6.2
344,1,15,8,0,-6.4
345,1,15,9,2,-6.3
346,1,15,10,65,-5
347,1,15,11,117,-3.9
348,1,15,12,193,-2.6
349,1,15,13,226,-1.6
350,1,15,14,191,-1.1
351,1,15,15,142,-1.1
352,1,15,16,89,-1.5
353,1,15,17,42,-2.1
354,1,15,18,0,-3
355,1,15,19,0,-3.1
356,1,15,20,0,-3.3
357,1,15,21,0,-3.5
358,1,15,22,0,-3.6
359,1,15,23,0,-3.8
360,1,15,24,0,-4
361,1,16,1,0,-4
362,1,16,2,0,-4.1
363,1,16,3,0,-4.1
364,1,16,4,0,-4.2
365,1,16,5,0,-4.2
366,1,16,6,0,-4.2
367,1,16,7,0,-4.2
368,1,16,8,0,-4.2
369,1,16,9,6,-3.8
370,1,16,10,71,-2.4
371,1,16,11,147,-0.7
372,1,16,12,195,0.7
373,1,16,13,201,1.5
374,1,16,14,150,1.8
375,1,16,15,176,2.1
376,1,16,16,70,1.5
377,1,16,17,56,1
378,1,16,18,0,0.1
379,1,16,19,0,-0.2
380,1,16,20,0,-0.4
381,1,16,21,0,-0.7
382,1,16,22,0,-0.9
383,1,16,23,0,-1.2
384,1,16,24,0,-1.5
385,1,17,1,0,-1.8
386,1,17,2,0,-2.2
387,1,17,3,0,-2.6
388,1,17,4,0,-2.8
389,1,17,5,0,-2.9
390,1,17,6,0,-3.1
391,1,17,7,0,-3.2
392,1,17,8,0,-3.3
393,1,17,9,7,-3.1
394,1,17,10,113,-0.9
395,1,17,11,207,1.1
396,1,17,12,286,2.9
397,1,17,13,337,4.4
398,1,17,14,330,5.4
399,1,17,15,277,5.7
400,1,17,16,113,4.8
401,1,17,17,49,3.6
402,1,17,18,0,2.3
403,1,17,19,0,2
404,1,17,20,0,1.7
405,1,17,21,0,1.4
406,1,17,22,0,1.1
407,1,17,23,0,0.7
408,1,17,24,0,0.4
409,1,18,1,0,0
410,1,18,2,0,-0.3
411,1,18,3,0,-0.7
412,1,18,4,0,-0.9
413,1,18,5,0,-1.1
414,1,18,6,0,-1.3
415,1,18,7,0,-1.5
416,1,18,8,0,-1.6
417,1,18,9,10,-1.2
418,1,18,10,135,1.4
419,1,18,11,230,3.5
420,1,18,12,357,5.9
421,1,18,13,353,7.3
422,1,18,14,302,7.9
423,1,18,15,211,7.7
424,1,18,16,156,7
425,1,18,17,57,5.8
426,1,18,18,0,4.4
427,1,18,19,0,4.2
428,1,18,20,0,4
429,1,18,21,0,3.8
430,1,18,22,0,3.6
431,1,18,23,0,3.4
432,1,18,24,0,3.3
433,1,19,1,0,3.1
434,1,19,2,0,3
435,1,19,3,0,2.9
436,1,19,4,0,2.8
437,1,19,5,0,2.8
438,1,19,6,0,2.7
439,1,19,7,0,2.7
440,1,19,8,0,2.6
441,1,19,9,3,2.8
442,1,19,10,13,3.1
443,1,19,11,24,3
444,1,19,12,31,3.6
445,1,19,13,35,3.8
446,1,19,14,263,5.6
447,1,19,15,215,6.7
448,1,19,16,143,7
449,1,19,17,53,6.7
450,1,19,18,0,6.1
451,1,19,19,0,5.9
452,1,19,20,0,5.6
453,1,19,21,0,5.4
454,1,19,22,0,5.2
455,1,19,23,0,4.9
456,1,19,24,0,4.7
457,1,20,1,0,4.4
458,1,20,2,0,4
459,1,20,3,0,3.6
460,1,20,4,0,3.4
461,1,20,5,0,3.2
462,1,20,6,0,2.9
463,1,20,7,0,2.8
464,1,20,8,0,2.6
465,1,20,9,3,2.7
466,1,20,10,41,3.3
467,1,20,11,68,3.8
468,1,20,12,98,4.3
469,1,20,13,113,4.7
470,1,20,14,105,4.8
471,1,20,15,86,4.9
472,1,20,16,60,4.7
473,1,20,17,27,4.4
474,1,20,18,0,4
475,1,20,19,0,3.8
476,1,20,20,0,3.1
477,1,20,21,0,3.3
478,1,20,22,0,3.2
479,1,20,23,0,3.1
480,1,20,24,0,2.9
481,1,21,1,0,2.9
482,1,21,2,0,2.9
483,1,21,3,0,2.9
484,1,21,4,0,2.9
485,1,21,5,0,2.9
486,1,21,6,0,2.9
487,1,21,7,0,2.9
488,1,21,8,0,2.9
489,1,21,9,2,3
490,1,21,10,44,4
491,1,21,11,127,5.7
492,1,21,12,205,7.5
493,1,21,13,169,8.2
494,1,21,14,146,8.5
495,1,21,15,152,8.8
496,1,21,16,109,8.7
497,1,21,17,47,8
498,1,21,18,1,7.2
499,1,21,19,0,7.1
500,1,21,20,0,7
501,1,21,21,0,7.1
502,1,21,22,0,7
503,1,21,23,0,7
504,1,21,24,0,7
505,1,22,1,0,6.6
506,1,22,2,0,5.7
507,1,22,3,0,6.5
508,1,22,4,0,6.6
509,1,22,5,0,6.6
510,1,22,6,0,6.6
511,1,22,7,0,6.5
512,1,22,8,0,6.5
513,1,22,9,3,6.6
514,1,22,10,20,7
515,1,22,11,34,7.3
516,1,22,12,47,7.6
517,1,22,13,53,7.8
518,1,22,14,46,7.9
519,1,22,15,38,7.9
520,1,22,16,26,7.8
521,1,22,17,12,7.7
522,1,22,18,0,7.5
523,1,22,19,0,7.3
524,1,22,20,0,7
525,1,22,21,0,6.7
526,1,22,22,0,6.2
527,1,22,23,0,6.4
528,1,22,24,0,6.3
529,1,23,1,0,5.7
530,1,23,2,0,5.3
531,1,23,3,0,5
532,1,23,4,0,4.8
533,1,23,5,0,4.5
534,1,23,6,0,4.2
535,1,23,7,0,3.6
536,1,23,8,0,3.8
537,1,23,9,3,4
538,1,23,10,20,2.3
539,1,23,11,35,3.8
540,1,23,12,42,4.1
541,1,23,13,47,4.2
542,1,23,14,45,4.2
543,1,23,15,40,4.1
544,1,23,16,28,4
545,1,23,17,12,3.9
546,1,23,18,0,3
547,1,23,19,0,3.5
548,1,23,20,0,2.9
549,1,23,21,0,3
550,1,23,22,0,2.7
551,1,23,23,0,2.4
552,1,23,24,0,2.2
553,1,24,1,0,1.1
554,1,24,2,0,-0.1
555,1,24,3,0,-1.3
556,1,24,4,0,-2
557,1,24,5,0,-2.6
558,1,24,6,0,-3.3
559,1,24,7,0,-3.8
560,1,24,8,0,-4.2
561,1,24,9,10,-4
562,1,24,10,132,-2
563,1,24,11,234,-0.1
564,1,24,12,324,1.5
565,1,24,13,358,2.7
566,1,24,14,347,3.4
567,1,24,15,298,3.6
568,1,24,16,206,3.2
569,1,24,17,88,2
570,1,24,18,1,0.6
571,1,24,19,0,0
572,1,24,20,0,-0.5
573,1,24,21,0,-1
574,1,24,22,0,-1.5
575,1,24,23,0,-2.1
576,1,24,24,0,-2.6
577,1,25,1,0,-2.7
578,1,25,2,0,-2.8
579,1,25,3,0,-2.8
580,1,25,4,0,-2.9
581,1,25,5,0,-2.9
582,1,25,6,0,-3
583,1,25,7,0,-3
584,1,25,8,0,-3.1
585,1,25,9,11,-2.6
586,1,25,10,121,0
587,1,25,11,211,2.2
588,1,25,12,266,3.9
589,1,25,13,287,5.2
590,1,25,14,271,5.8
591,1,25,15,235,6.1
592,1,25,16,158,5.7
593,1,25,17,62,4.5
594,1,25,18,1,3
595,1,25,19,0,3.5
596,1,25,20,0,4
597,1,25,21,0,4.4
598,1,25,22,0,4.9
599,1,25,23,0,5.3
600,1,25,24,0,5.8
601,1,26,1,0,5.8
602,1,26,2,0,5.9
603,1,26,3,0,6
604,1,26,4,0,6
605,1,26,5,0,6.1
606,1,26,6,0,5.9
607,1,26,7,0,5.3
608,1,26,8,0,6.2
609,1,26,9,3,6.5
610,1,26,10,34,7.3
611,1,26,11,60,8
612,1,26,12,81,8.6
613,1,26,13,85,9.1
614,1,26,14,82,9.2
615,1,26,15,87,9.6
616,1,26,16,47,9.5
617,1,26,17,23,9.2
618,1,26,18,1,8.7
619,1,26,19,0,8.5
620,1,26,20,0,8.3
621,1,26,21,0,7.8
622,1,26,22,0,7.9
623,1,26,23,0,7.6
624,1,26,24,0,7.5
625,1,27,1,0,7.1
626,1,27,2,0,6.7
627,1,27,3,0,5.8
628,1,27,4,0,6.2
629,1,27,5,0,5.9
630,1,27,6,0,5.8
631,1,27,7,0,5.5
632,1,27,8,0,5.5
633,1,27,9,5,5.7
634,1,27,10,49,6.4
635,1,27,11,85,7.1
636,1,27,12,119,7.7
637,1,27,13,102,8
638,1,27,14,90,8.1
639,1,27,15,80,8.1
640,1,27,16,65,8
641,1,27,17,29,7.6
642,1,27,18,1,7.2
643,1,27,19,0,6.7
644,1,27,20,0,6.2
645,1,27,21,0,5.7
646,1,27,22,0,5.2
647,1,27,23,0,4.7
648,1,27,24,0,4.2
649,1,28,1,0,3.6
650,1,28,2,0,2.9
651,1,28,3,0,2.1
652,1,28,4,0,1.8
653,1,28,5,0,1.4
654,1,28,6,0,1
655,1,28,7,0,0.7
656,1,28,8,0,0.4
657,1,28,9,10,0.7
658,1,28,10,90,2.1
659,1,28,11,189,3.8
660,1,28,12,238,5
661,1,28,13,289,6.2
662,1,28,14,251,6.6
663,1,28,15,216,6.8
664,1,28,16,144,6.4
665,1,28,17,59,5.5
666,1,28,18,1,4.4
667,1,28,19,0,4.1
668,1,28,20,0,3.8
669,1,28,21,0,3.4
670,1,28,22,0,3.1
671,1,28,23,0,2.8
672,1,28,24,0,2.5
673,1,29,1,0,2.4
674,1,29,2,0,2.4
675,1,29,3,0,2.4
676,1,29,4,0,2.4
677,1,29,5,0,2.5
678,1,29,6,0,2.5
679,1,29,7,0,2.5
680,1,29,8,0,2.5
681,1,29,9,6,2.9
682,1,29,10,14,3.1
683,1,29,11,50,3.8
684,1,29,12,111,4.9
685,1,29,13,244,6.8
686,1,29,14,226,8
687,1,29,15,310,9.4
688,1,29,16,116,9.3
689,1,29,17,57,8.6
690,1,29,18,6,7.7
691,1,29,19,0,7.5
692,1,29,20,0,7.3
693,1,29,21,0,7.1
694,1,29,22,0,6.9
695,1,29,23,0,6.7
696,1,29,24,0,6.5
697,1,30,1,0,6.1
698,1,30,2,0,5.7
699,1,30,3,0,5.2
700,1,30,4,0,5
701,1,30,5,0,4.5
702,1,30,6,0,4.5
703,1,30,7,0,4.4
704,1,30,8,0,4.2
705,1,30,9,4,4.3
706,1,30,10,15,4.5
707,1,30,11,25,4.7
708,1,30,12,42,5
709,1,30,13,41,5.1
710,1,30,14,300,6.9
711,1,30,15,262,8
712,1,30,16,185,8.4
713,1,30,17,83,8.2
714,1,30,18,2,7.5
715,1,30,19,0,7.3
716,1,30,20,0,7.1
717,1,30,21,0,6.9
718,1,30,22,0,6.7
719,1,30,23,0,6.5
720,1,30,24,0,6.2
721,1,31,1,0,6.1
722,1,31,2,0,6
723,1,31,3,0,5.9
724,1,31,4,0,5.8
725,1,31,5,0,5.8
726,1,31,6,0,5.7
727,1,31,7,0,5.7
728,1,31,8,0,5.6
729,1,31,9,4,5.8
730,1,31,10,73,7.6
731,1,31,11,164,9.8
732,1,31,12,228,11.7
733,1,31,13,207,12.6
734,1,31,14,182,13
735,1,31,15,139,13
736,1,31,16,86,12.4
737,1,31,17,64,11.7
738,1,31,18,2,10.6
739,1,31,19,0,10
740,1,31,20,0,9.5
741,1,31,21,0,9
742,1,31,22,0,8.5
743,1,31,23,0,8
744,1,31,24,0,7.5
745,2,1,1,0,6.9
746,2,1,2,0,6.4
747,2,1,3,0,5.8
748,2,1,4,0,5.6
749,2,1,5,0,5.3
750,2,1,6,0,5
751,2,1,7,0,4.8
752,2,1,8,0,4.6
753,2,1,9,20,5.1
754,2,1,10,157,6.9
755,2,1,11,262,8.5
756,2,1,12,347,9.9
757,2,1,13,353,10.7
758,2,1,14,343,11.2
759,2,1,15,332,11.5
760,2,1,16,231,11.3
761,2,1,17,131,10.6
762,2,1,18,6,9.4
763,2,1,19,0,8.9
764,2,1,20,0,8.3
765,2,1,21,0,7.8
766,2,1,22,0,7.2
767,2,1,23,0,6.6
768,2,1,24,0,6.1
769,2,2,1,0,5.7
770,2,2,2,0,5.2
771,2,2,3,0,4.8
772,2,2,4,0,4.5
773,2,2,5,0,4.3
774,2,2,6,0,4.1
775,2,2,7,0,3.9
776,2,2,8,0,3.8
777,2,2,9,20,4.3
778,2,2,10,143,6
779,2,2,11,255,7.5
780,2,2,12,311,8.7
781,2,2,13,353,9.6
782,2,2,14,351,10.2
783,2,2,15,291,10.4
784,2,2,16,199,10.1
785,2,2,17,88,9.3
786,2,2,18,1,8.2
787,2,2,19,0,7.8
788,2,2,20,0,7.3
789,2,2,21,0,6.8
790,2,2,22,0,6.3
791,2,2,23,0,5.8
792,2,2,24,0,5.3
793,2,3,1,0,4.9
794,2,3,2,0,4.5
795,2,3,3,0,4.1
796,2,3,4,0,3.8
797,2,3,5,0,3.6
798,2,3,6,0,3.4
799,2,3,7,0,3.2
800,2,3,8,0,3.1
801,2,3,9,14,3.4
802,2,3,10,92,4.4
803,2,3,11,164,5.3
804,2,3,12,226,6.2
805,2,3,13,244,6.8
806,2,3,14,240,7
807,2,3,15,167,7.2
808,2,3,16,135,7
809,2,3,17,66,6.5
810,2,3,18,1,5.9
811,2,3,19,0,5.2
812,2,3,20,0,4.5
813,2,3,21,0,3.8
814,2,3,22,0,3.1
815,2,3,23,0,2.4
816,2,3,24,0,1.8
817,2,4,1,0,0.9
818,2,4,2,0,-0.1
819,2,4,3,0,-1.1
820,2,4,4,0,-1.6
821,2,4,5,0,-2.2
822,2,4,6,0,-2.5
823,2,4,7,0,-2.9
824,2,4,8,0,-3
825,2,4,9,49,-2.4
826,2,4,10,138,-1.4
827,2,4,11,217,-0.4
828,2,4,12,271,0.5
829,2,4,13,321,1.3
830,2,4,14,336,1.9
831,2,4,15,349,2.3
832,2,4,16,209,2.2
833,2,4,17,119,1.7
834,2,4,18,20,0.8
835,2,4,19,0,0.4
836,2,4,20,0,0
837,2,4,21,0,-0.5
838,2,4,22,0,-0.9
839,2,4,23,0,-1.4
840,2,4,24,0,-1.8
841,2,5,1,0,-1.9
842,2,5,2,0,-1.9
843,2,5,3,0,-2
844,2,5,4,0,-2
845,2,5,5,0,-2
846,2,5,6,0,-2
847,2,5,7,0,-2
848,2,5,8,0,-1.9
849,2,5,9,61,-0.8
850,2,5,10,194,1.2
851,2,5,11,319,3.3
852,2,5,12,408,5.3
853,2,5,13,462,6.9
854,2,5,14,430,7.9
855,2,5,15,351,8.3
856,2,5,16,243,8.1
857,2,5,17,118,7.2
858,2,5,18,3,5.8
859,2,5,19,0,5.5
860,2,5,20,0,5.2
861,2,5,21,0,4.9
862,2,5,22,0,4.6
863,2,5,23,0,4.3
864,2,5,24,0,4
865,2,6,1,0,3.5
866,2,6,2,0,3
867,2,6,3,0,2.3
868,2,6,4,0,2.1
869,2,6,5,0,2.1
870,2,6,6,0,1.1
871,2,6,7,0,1.7
872,2,6,8,0,1.7
873,2,6,9,17,1.9
874,2,6,10,52,2.2
875,2,6,11,88,2.6
876,2,6,12,114,2.9
877,2,6,13,123,3.1
878,2,6,14,122,3.2
879,2,6,15,105,3.4
880,2,6,16,73,3.3
881,2,6,17,36,3
882,2,6,18,2,2.8
883,2,6,19,0,2.5
884,2,6,20,0,2.1
885,2,6,21,0,1.7
886,2,6,22,0,1.3
887,2,6,23,0,0.9
888,2,6,24,0,0.6
889,2,7,1,0,0.3
890,2,7,2,0,0.1
891,2,7,3,0,-0.2
892,2,7,4,0,-0.3
893,2,7,5,0,-0.4
894,2,7,6,0,-0.4
895,2,7,7,0,-0.5
896,2,7,8,0,-0.5
897,2,7,9,65,0.7
898,2,7,10,183,2.5
899,2,7,11,240,3.9
900,2,7,12,270,5
901,2,7,13,369,6.3
902,2,7,14,324,7
903,2,7,15,309,7.5
904,2,7,16,275,7.7
905,2,7,17,150,7.3
906,2,7,18,16,6.2
907,2,7,19,0,5.5
908,2,7,20,0,4.9
909,2,7,21,0,4.3
910,2,7,22,0,3.6
911,2,7,23,0,3
912,2,7,24,0,2.3
913,2,8,1,0,1.6
914,2,8,2,0,0.9
915,2,8,3,0,0.2
916,2,8,4,0,-0.2
917,2,8,5,0,-0.6
918,2,8,6,0,-0.8
919,2,8,7,0,-1.1
920,2,8,8,0,-1.1
921,2,8,9,7,-1.2
922,2,8,10,17,-1
923,2,8,11,35,-1.2
924,2,8,12,68,-0.6
925,2,8,13,74,-0.5
926,2,8,14,368,0.8
927,2,8,15,329,1.6
928,2,8,16,228,1.9
929,2,8,17,116,1.8
930,2,8,18,9,1.3
931,2,8,19,0,0.8
932,2,8,20,0,0.2
933,2,8,21,0,-0.3
934,2,8,22,0,-0.9
935,2,8,23,0,-1.4
936,2,8,24,0,-2
937,2,9,1,0,-2.4
938,2,9,2,0,-2.8
939,2,9,3,0,-3.2
940,2,9,4,0,-3.4
941,2,9,5,0,-3.7
942,2,9,6,0,-3.8
943,2,9,7,0,-3.9
944,2,9,8,0,-3.9
945,2,9,9,6,-3.8
946,2,9,10,29,-3.6
947,2,9,11,276,-1.5
948,2,9,12,283,-0.1
949,2,9,13,521,2
950,2,9,14,365,2.8
951,2,9,15,273,3.1
952,2,9,16,209,3
953,2,9,17,58,2.1
954,2,9,18,3,1.1
955,2,9,19,0,0.9
956,2,9,20,0,0.6
957,2,9,21,0,0.3
958,2,9,22,0,0
959,2,9,23,0,-0.3
960,2,9,24,0,-0.6
961,2,10,1,0,-0.8
962,2,10,2,0,-1.1
963,2,10,3,0,-1.3
964,2,10,4,0,-1.4
965,2,10,5,0,-1.6
966,2,10,6,0,-1.6
967,2,10,7,0,-1.7
968,2,10,8,0,-1.7
969,2,10,9,72,-0.6
970,2,10,10,234,1.4
971,2,10,11,314,3
972,2,10,12,344,4.1
973,2,10,13,282,4.6
974,2,10,14,298,5
975,2,10,15,139,4.5
976,2,10,16,98,3.9
977,2,10,17,29,3
978,2,10,18,3,2.2
979,2,10,19,0,1.9
980,2,10,20,0,1.7
981,2,10,21,0,1.4
982,2,10,22,0,1.1
983,2,10,23,0,0.8
984,2,10,24,0,0.6
985,2,11,1,0,0.2
986,2,11,2,0,-0.3
987,2,11,3,0,-0.5
988,2,11,4,0,-0.7
989,2,11,5,0,-0.9
990,2,11,6,0,-1
991,2,11,7,0,-1.1
992,2,11,8,0,-1.1
993,2,11,9,6,-1.1
